id_videogame,id_plataforma,id_genero,id_publicador,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,
5259,13,9,381,0.06,0.04,0.12,0.01,0.23,"INSERT INTO VENTA VALUES(5259 , 13 , 9 , 381 , 0.06 , 0.04 , 0.12 , 0.01);"
5260,1,11,7,0.21,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(5260 , 1 , 11 , 7 , 0.21 , 0 , 0 , 0.02);"
5261,13,3,553,0.06,0.04,0.12,0.01,0.23,"INSERT INTO VENTA VALUES(5261 , 13 , 3 , 553 , 0.06 , 0.04 , 0.12 , 0.01);"
5262,14,4,577,0.17,0.05,0,0.01,0.23,"INSERT INTO VENTA VALUES(5262 , 14 , 4 , 577 , 0.17 , 0.05 , 0 , 0.01);"
5263,17,8,440,0.09,0,0.12,0.01,0.23,"INSERT INTO VENTA VALUES(5263 , 17 , 8 , 440 , 0.09 , 0 , 0.12 , 0.01);"
5264,7,8,352,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5264 , 7 , 8 , 352 , 0.11 , 0.09 , 0 , 0.03);"
5265,17,8,507,0.15,0.01,0.04,0.02,0.23,"INSERT INTO VENTA VALUES(5265 , 17 , 8 , 507 , 0.15 , 0.01 , 0.04 , 0.02);"
5266,6,2,465,0.19,0.01,0,0.02,0.23,"INSERT INTO VENTA VALUES(5266 , 6 , 2 , 465 , 0.19 , 0.01 , 0 , 0.02);"
2281,17,11,139,0.21,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(2281 , 17 , 11 , 139 , 0.21 , 0 , 0 , 0.02);"
5267,1,11,111,0.21,0,0,0.01,0.23,"INSERT INTO VENTA VALUES(5267 , 1 , 11 , 111 , 0.21 , 0 , 0 , 0.01);"
5268,7,11,465,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5268 , 7 , 11 , 465 , 0.11 , 0.09 , 0 , 0.03);"
5269,1,4,376,0.19,0.01,0,0.02,0.23,"INSERT INTO VENTA VALUES(5269 , 1 , 4 , 376 , 0.19 , 0.01 , 0 , 0.02);"
5270,7,2,515,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5270 , 7 , 2 , 515 , 0.11 , 0.09 , 0 , 0.03);"
5271,4,12,453,0.2,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(5271 , 4 , 12 , 453 , 0.2 , 0 , 0 , 0.02);"
5272,7,4,465,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5272 , 7 , 4 , 465 , 0.11 , 0.09 , 0 , 0.03);"
3377,6,9,533,0.09,0.1,0,0.04,0.23,"INSERT INTO VENTA VALUES(3377 , 6 , 9 , 533 , 0.09 , 0.1 , 0 , 0.04);"
5273,1,1,515,0.14,0.07,0,0.02,0.23,"INSERT INTO VENTA VALUES(5273 , 1 , 1 , 515 , 0.14 , 0.07 , 0 , 0.02);"
4647,5,4,345,0.21,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(4647 , 5 , 4 , 345 , 0.21 , 0 , 0 , 0.02);"
5274,3,6,369,0,0,0.23,0,0.23,"INSERT INTO VENTA VALUES(5274 , 3 , 6 , 369 , 0 , 0 , 0.23 , 0);"
5275,7,11,465,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5275 , 7 , 11 , 465 , 0.11 , 0.09 , 0 , 0.03);"
5276,4,2,448,0.21,0,0,0.01,0.23,"INSERT INTO VENTA VALUES(5276 , 4 , 2 , 448 , 0.21 , 0 , 0 , 0.01);"
5277,13,3,522,0,0,0.21,0.01,0.23,"INSERT INTO VENTA VALUES(5277 , 13 , 3 , 522 , 0 , 0 , 0.21 , 0.01);"
5278,23,1,305,0.06,0.05,0.09,0.03,0.23,"INSERT INTO VENTA VALUES(5278 , 23 , 1 , 305 , 0.06 , 0.05 , 0.09 , 0.03);"
5279,4,8,352,0,0,0.23,0,0.23,"INSERT INTO VENTA VALUES(5279 , 4 , 8 , 352 , 0 , 0 , 0.23 , 0);"
5280,7,11,465,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5280 , 7 , 11 , 465 , 0.11 , 0.09 , 0 , 0.03);"
5281,13,5,381,0.13,0.09,0,0.01,0.23,"INSERT INTO VENTA VALUES(5281 , 13 , 5 , 381 , 0.13 , 0.09 , 0 , 0.01);"
5282,7,1,275,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(5282 , 7 , 1 , 275 , 0.11 , 0.09 , 0 , 0.03);"
5283,17,11,139,0.2,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(5283 , 17 , 11 , 139 , 0.2 , 0 , 0 , 0.02);"
5284,6,8,352,0,0,0.23,0,0.23,"INSERT INTO VENTA VALUES(5284 , 6 , 8 , 352 , 0 , 0 , 0.23 , 0);"
1254,10,7,126,0.21,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(1254 , 10 , 7 , 126 , 0.21 , 0 , 0 , 0.02);"
5285,4,10,533,0.2,0,0,0.02,0.23,"INSERT INTO VENTA VALUES(5285 , 4 , 10 , 533 , 0.2 , 0 , 0 , 0.02);"
2745,15,9,499,0.11,0.09,0,0.03,0.23,"INSERT INTO VENTA VALUES(2745 , 15 , 9 , 499 , 0.11 , 0.09 , 0 , 0.03);"
5286,7,1,330,0.11,0.09,0,0.03,0.22,"INSERT INTO VENTA VALUES(5286 , 7 , 1 , 330 , 0.11 , 0.09 , 0 , 0.03);"
5287,1,3,139,0.2,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(5287 , 1 , 3 , 139 , 0.2 , 0.01 , 0 , 0.02);"
5288,17,8,138,0.2,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(5288 , 17 , 8 , 138 , 0.2 , 0.01 , 0 , 0.02);"
5289,6,1,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5289 , 6 , 1 , 352 , 0 , 0 , 0.22 , 0);"
3306,7,3,330,0.1,0,0,0.12,0.22,"INSERT INTO VENTA VALUES(3306 , 7 , 3 , 330 , 0.1 , 0 , 0 , 0.12);"
5290,4,4,282,0.18,0.03,0,0.02,0.22,"INSERT INTO VENTA VALUES(5290 , 4 , 4 , 282 , 0.18 , 0.03 , 0 , 0.02);"
865,19,3,139,0.17,0.05,0,0.01,0.22,"INSERT INTO VENTA VALUES(865 , 19 , 3 , 139 , 0.17 , 0.05 , 0 , 0.01);"
5291,17,8,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5291 , 17 , 8 , 352 , 0 , 0 , 0.22 , 0);"
5292,7,1,453,0.11,0.09,0,0.03,0.22,"INSERT INTO VENTA VALUES(5292 , 7 , 1 , 453 , 0.11 , 0.09 , 0 , 0.03);"
5293,6,1,119,0.12,0.04,0.05,0.02,0.22,"INSERT INTO VENTA VALUES(5293 , 6 , 1 , 119 , 0.12 , 0.04 , 0.05 , 0.02);"
5294,9,4,497,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5294 , 9 , 4 , 497 , 0.16 , 0.06 , 0 , 0);"
4891,5,1,352,0.12,0.09,0,0.02,0.22,"INSERT INTO VENTA VALUES(4891 , 5 , 1 , 352 , 0.12 , 0.09 , 0 , 0.02);"
5295,12,4,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5295 , 12 , 4 , 352 , 0 , 0 , 0.22 , 0);"
5296,19,4,13,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(5296 , 19 , 4 , 13 , 0.17 , 0.04 , 0 , 0.01);"
5297,16,9,3,0.21,0.01,0,0,0.22,"INSERT INTO VENTA VALUES(5297 , 16 , 9 , 3 , 0.21 , 0.01 , 0 , 0);"
5298,16,1,76,0.21,0.01,0,0,0.22,"INSERT INTO VENTA VALUES(5298 , 16 , 1 , 76 , 0.21 , 0.01 , 0 , 0);"
5299,16,1,399,0.21,0.01,0,0,0.22,"INSERT INTO VENTA VALUES(5299 , 16 , 1 , 399 , 0.21 , 0.01 , 0 , 0);"
5300,17,8,159,0.14,0,0.08,0.01,0.22,"INSERT INTO VENTA VALUES(5300 , 17 , 8 , 159 , 0.14 , 0 , 0.08 , 0.01);"
4655,4,1,515,0.17,0.03,0,0.02,0.22,"INSERT INTO VENTA VALUES(4655 , 4 , 1 , 515 , 0.17 , 0.03 , 0 , 0.02);"
5301,17,1,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5301 , 17 , 1 , 352 , 0 , 0 , 0.22 , 0);"
2796,6,1,126,0.13,0.06,0,0.03,0.22,"INSERT INTO VENTA VALUES(2796 , 6 , 1 , 126 , 0.13 , 0.06 , 0 , 0.03);"
5302,17,1,288,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5302 , 17 , 1 , 288 , 0 , 0 , 0.22 , 0);"
5303,1,4,111,0.21,0,0,0.01,0.22,"INSERT INTO VENTA VALUES(5303 , 1 , 4 , 111 , 0.21 , 0 , 0 , 0.01);"
2915,14,9,449,0.17,0.05,0,0.01,0.22,"INSERT INTO VENTA VALUES(2915 , 14 , 9 , 449 , 0.17 , 0.05 , 0 , 0.01);"
5304,7,11,102,0.11,0.09,0,0.03,0.22,"INSERT INTO VENTA VALUES(5304 , 7 , 11 , 102 , 0.11 , 0.09 , 0 , 0.03);"
5305,7,9,352,0.11,0.09,0,0.03,0.22,"INSERT INTO VENTA VALUES(5305 , 7 , 9 , 352 , 0.11 , 0.09 , 0 , 0.03);"
5306,7,4,228,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5306 , 7 , 4 , 228 , 0 , 0 , 0.22 , 0);"
1243,18,8,352,0.13,0.07,0,0.02,0.22,"INSERT INTO VENTA VALUES(1243 , 18 , 8 , 352 , 0.13 , 0.07 , 0 , 0.02);"
5307,4,10,7,0.21,0,0,0.01,0.22,"INSERT INTO VENTA VALUES(5307 , 4 , 10 , 7 , 0.21 , 0 , 0 , 0.01);"
4174,7,5,111,0.13,0.06,0,0.04,0.22,"INSERT INTO VENTA VALUES(4174 , 7 , 5 , 111 , 0.13 , 0.06 , 0 , 0.04);"
5308,10,1,453,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5308 , 10 , 1 , 453 , 0 , 0 , 0.22 , 0);"
5309,19,8,54,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(5309 , 19 , 8 , 54 , 0.17 , 0.04 , 0 , 0.01);"
5310,4,5,533,0.2,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(5310 , 4 , 5 , 533 , 0.2 , 0.01 , 0 , 0.02);"
3720,7,7,82,0.01,0,0,0.21,0.22,"INSERT INTO VENTA VALUES(3720 , 7 , 7 , 82 , 0.01 , 0 , 0 , 0.21);"
497,17,11,139,0.21,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(497 , 17 , 11 , 139 , 0.21 , 0 , 0 , 0.02);"
5311,6,1,82,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5311 , 6 , 1 , 82 , 0 , 0 , 0.22 , 0);"
5312,9,8,533,0.11,0.04,0.06,0,0.22,"INSERT INTO VENTA VALUES(5312 , 9 , 8 , 533 , 0.11 , 0.04 , 0.06 , 0);"
5313,4,8,210,0.1,0,0.11,0.01,0.22,"INSERT INTO VENTA VALUES(5313 , 4 , 8 , 210 , 0.1 , 0 , 0.11 , 0.01);"
5314,7,7,198,0.11,0.09,0,0.03,0.22,"INSERT INTO VENTA VALUES(5314 , 7 , 7 , 198 , 0.11 , 0.09 , 0 , 0.03);"
976,19,11,139,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(976 , 19 , 11 , 139 , 0.17 , 0.04 , 0 , 0.01);"
5315,9,11,369,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5315 , 9 , 11 , 369 , 0.16 , 0.06 , 0 , 0);"
5316,9,1,515,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5316 , 9 , 1 , 515 , 0.16 , 0.06 , 0 , 0);"
5317,4,2,533,0.21,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5317 , 4 , 2 , 533 , 0.21 , 0 , 0 , 0.02);"
5318,6,7,82,0.05,0.13,0,0.04,0.22,"INSERT INTO VENTA VALUES(5318 , 6 , 7 , 82 , 0.05 , 0.13 , 0 , 0.04);"
5319,6,8,305,0.14,0,0.07,0.01,0.22,"INSERT INTO VENTA VALUES(5319 , 6 , 8 , 305 , 0.14 , 0 , 0.07 , 0.01);"
5320,1,5,300,0.19,0.02,0,0.02,0.22,"INSERT INTO VENTA VALUES(5320 , 1 , 5 , 300 , 0.19 , 0.02 , 0 , 0.02);"
5321,11,9,499,0.09,0.08,0.01,0.04,0.22,"INSERT INTO VENTA VALUES(5321 , 11 , 9 , 499 , 0.09 , 0.08 , 0.01 , 0.04);"
5322,6,11,465,0,0.17,0,0.05,0.22,"INSERT INTO VENTA VALUES(5322 , 6 , 11 , 465 , 0 , 0.17 , 0 , 0.05);"
5323,6,8,507,0.06,0.04,0.1,0.02,0.22,"INSERT INTO VENTA VALUES(5323 , 6 , 8 , 507 , 0.06 , 0.04 , 0.1 , 0.02);"
5324,4,6,58,0.13,0.07,0,0.02,0.22,"INSERT INTO VENTA VALUES(5324 , 4 , 6 , 58 , 0.13 , 0.07 , 0 , 0.02);"
5325,16,1,54,0.21,0.01,0,0,0.22,"INSERT INTO VENTA VALUES(5325 , 16 , 1 , 54 , 0.21 , 0.01 , 0 , 0);"
5326,8,5,228,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5326 , 8 , 5 , 228 , 0 , 0 , 0.22 , 0);"
5327,13,6,13,0.12,0.08,0,0.01,0.22,"INSERT INTO VENTA VALUES(5327 , 13 , 6 , 13 , 0.12 , 0.08 , 0 , 0.01);"
3472,1,5,556,0.18,0.02,0,0.02,0.22,"INSERT INTO VENTA VALUES(3472 , 1 , 5 , 556 , 0.18 , 0.02 , 0 , 0.02);"
5328,13,11,13,0.12,0.08,0,0.01,0.22,"INSERT INTO VENTA VALUES(5328 , 13 , 11 , 13 , 0.12 , 0.08 , 0 , 0.01);"
3657,1,1,330,0.19,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(3657 , 1 , 1 , 330 , 0.19 , 0.01 , 0 , 0.02);"
5329,7,3,352,0.03,0.02,0.17,0.01,0.22,"INSERT INTO VENTA VALUES(5329 , 7 , 3 , 352 , 0.03 , 0.02 , 0.17 , 0.01);"
5330,1,4,533,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5330 , 1 , 4 , 533 , 0.2 , 0 , 0 , 0.02);"
5331,7,9,82,0.07,0.06,0.08,0.02,0.22,"INSERT INTO VENTA VALUES(5331 , 7 , 9 , 82 , 0.07 , 0.06 , 0.08 , 0.02);"
5332,1,11,17,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5332 , 1 , 11 , 17 , 0.2 , 0 , 0 , 0.02);"
5333,7,1,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5333 , 7 , 1 , 352 , 0 , 0 , 0.22 , 0);"
1759,10,5,453,0.14,0.07,0,0.02,0.22,"INSERT INTO VENTA VALUES(1759 , 10 , 5 , 453 , 0.14 , 0.07 , 0 , 0.02);"
5229,1,1,515,0.19,0.01,0,0.01,0.22,"INSERT INTO VENTA VALUES(5229 , 1 , 1 , 515 , 0.19 , 0.01 , 0 , 0.01);"
5153,4,11,17,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5153 , 4 , 11 , 17 , 0.2 , 0 , 0 , 0.02);"
5336,9,5,82,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5336 , 9 , 5 , 82 , 0.16 , 0.06 , 0 , 0);"
1320,15,1,560,0.07,0.13,0,0.03,0.22,"INSERT INTO VENTA VALUES(1320 , 15 , 1 , 560 , 0.07 , 0.13 , 0 , 0.03);"
5337,6,1,475,0.07,0.1,0,0.04,0.22,"INSERT INTO VENTA VALUES(5337 , 6 , 1 , 475 , 0.07 , 0.1 , 0 , 0.04);"
5338,17,1,556,0.03,0.12,0,0.07,0.22,"INSERT INTO VENTA VALUES(5338 , 17 , 1 , 556 , 0.03 , 0.12 , 0 , 0.07);"
5339,6,1,282,0.03,0.13,0.02,0.04,0.22,"INSERT INTO VENTA VALUES(5339 , 6 , 1 , 282 , 0.03 , 0.13 , 0.02 , 0.04);"
3397,1,1,515,0.19,0.02,0,0.01,0.22,"INSERT INTO VENTA VALUES(3397 , 1 , 1 , 515 , 0.19 , 0.02 , 0 , 0.01);"
5340,4,4,33,0.2,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(5340 , 4 , 4 , 33 , 0.2 , 0.01 , 0 , 0.02);"
5341,1,1,533,0.16,0.01,0.03,0.02,0.22,"INSERT INTO VENTA VALUES(5341 , 1 , 1 , 533 , 0.16 , 0.01 , 0.03 , 0.02);"
5342,13,11,309,0.12,0.08,0,0.01,0.22,"INSERT INTO VENTA VALUES(5342 , 13 , 11 , 309 , 0.12 , 0.08 , 0 , 0.01);"
5343,1,2,533,0.12,0.08,0,0.02,0.22,"INSERT INTO VENTA VALUES(5343 , 1 , 2 , 533 , 0.12 , 0.08 , 0 , 0.02);"
5344,9,4,351,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5344 , 9 , 4 , 351 , 0.16 , 0.06 , 0 , 0);"
4596,17,1,143,0.09,0.08,0,0.05,0.22,"INSERT INTO VENTA VALUES(4596 , 17 , 1 , 143 , 0.09 , 0.08 , 0 , 0.05);"
4319,6,8,372,0.05,0.04,0.12,0.02,0.22,"INSERT INTO VENTA VALUES(4319 , 6 , 8 , 372 , 0.05 , 0.04 , 0.12 , 0.02);"
671,15,9,533,0.12,0.08,0,0.02,0.22,"INSERT INTO VENTA VALUES(671 , 15 , 9 , 533 , 0.12 , 0.08 , 0 , 0.02);"
5345,23,1,533,0.09,0.1,0,0.04,0.22,"INSERT INTO VENTA VALUES(5345 , 23 , 1 , 533 , 0.09 , 0.1 , 0 , 0.04);"
1212,15,1,560,0.05,0.14,0,0.03,0.22,"INSERT INTO VENTA VALUES(1212 , 15 , 1 , 560 , 0.05 , 0.14 , 0 , 0.03);"
5346,9,4,54,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5346 , 9 , 4 , 54 , 0.16 , 0.06 , 0 , 0);"
5347,4,10,533,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5347 , 4 , 10 , 533 , 0.2 , 0 , 0 , 0.02);"
5162,6,2,509,0.09,0.09,0,0.04,0.22,"INSERT INTO VENTA VALUES(5162 , 6 , 2 , 509 , 0.09 , 0.09 , 0 , 0.04);"
2675,9,8,139,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(2675 , 9 , 8 , 139 , 0.16 , 0.06 , 0 , 0);"
5348,1,2,119,0.09,0.1,0,0.02,0.22,"INSERT INTO VENTA VALUES(5348 , 1 , 2 , 119 , 0.09 , 0.1 , 0 , 0.02);"
3540,14,1,330,0.16,0.05,0,0.01,0.22,"INSERT INTO VENTA VALUES(3540 , 14 , 1 , 330 , 0.16 , 0.05 , 0 , 0.01);"
4426,11,8,475,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(4426 , 11 , 8 , 475 , 0 , 0 , 0.22 , 0);"
706,19,6,515,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(706 , 19 , 6 , 515 , 0.17 , 0.04 , 0 , 0.01);"
4771,5,2,17,0.11,0.09,0,0.02,0.22,"INSERT INTO VENTA VALUES(4771 , 5 , 2 , 17 , 0.11 , 0.09 , 0 , 0.02);"
3132,12,3,13,0.18,0.04,0,0,0.22,"INSERT INTO VENTA VALUES(3132 , 12 , 3 , 13 , 0.18 , 0.04 , 0 , 0);"
5350,12,1,82,0.14,0.03,0.05,0,0.22,"INSERT INTO VENTA VALUES(5350 , 12 , 1 , 82 , 0.14 , 0.03 , 0.05 , 0);"
5351,12,11,243,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5351 , 12 , 11 , 243 , 0 , 0 , 0.22 , 0);"
5254,12,1,209,0.18,0.04,0,0,0.22,"INSERT INTO VENTA VALUES(5254 , 12 , 1 , 209 , 0.18 , 0.04 , 0 , 0);"
5353,12,6,352,0.18,0.04,0,0,0.22,"INSERT INTO VENTA VALUES(5353 , 12 , 6 , 352 , 0.18 , 0.04 , 0 , 0);"
5354,1,8,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5354 , 1 , 8 , 352 , 0 , 0 , 0.22 , 0);"
5355,4,12,515,0.17,0.03,0,0.02,0.22,"INSERT INTO VENTA VALUES(5355 , 4 , 12 , 515 , 0.17 , 0.03 , 0 , 0.02);"
5356,19,1,82,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(5356 , 19 , 1 , 82 , 0.17 , 0.04 , 0 , 0.01);"
5357,4,2,533,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5357 , 4 , 2 , 533 , 0.2 , 0 , 0 , 0.02);"
5358,1,7,577,0.21,0,0,0.01,0.22,"INSERT INTO VENTA VALUES(5358 , 1 , 7 , 577 , 0.21 , 0 , 0 , 0.01);"
5296,7,4,13,0.11,0.08,0,0.03,0.22,"INSERT INTO VENTA VALUES(5296 , 7 , 4 , 13 , 0.11 , 0.08 , 0 , 0.03);"
5360,4,6,58,0.03,0.18,0,0.01,0.22,"INSERT INTO VENTA VALUES(5360 , 4 , 6 , 58 , 0.03 , 0.18 , 0 , 0.01);"
5361,13,11,13,0.12,0.08,0,0.01,0.22,"INSERT INTO VENTA VALUES(5361 , 13 , 11 , 13 , 0.12 , 0.08 , 0 , 0.01);"
5362,4,2,54,0.04,0,0.17,0,0.22,"INSERT INTO VENTA VALUES(5362 , 4 , 2 , 54 , 0.04 , 0 , 0.17 , 0);"
5363,4,9,138,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(5363 , 4 , 9 , 138 , 0.2 , 0 , 0 , 0.02);"
5364,5,12,271,0.15,0.02,0.03,0.02,0.22,"INSERT INTO VENTA VALUES(5364 , 5 , 12 , 271 , 0.15 , 0.02 , 0.03 , 0.02);"
5019,14,4,246,0.16,0.05,0,0.01,0.22,"INSERT INTO VENTA VALUES(5019 , 14 , 4 , 246 , 0.16 , 0.05 , 0 , 0.01);"
3372,5,1,111,0.11,0.09,0,0.02,0.22,"INSERT INTO VENTA VALUES(3372 , 5 , 1 , 111 , 0.11 , 0.09 , 0 , 0.02);"
5365,13,11,168,0.12,0.08,0,0.01,0.22,"INSERT INTO VENTA VALUES(5365 , 13 , 11 , 168 , 0.12 , 0.08 , 0 , 0.01);"
5150,1,1,139,0.17,0.03,0,0.02,0.22,"INSERT INTO VENTA VALUES(5150 , 1 , 1 , 139 , 0.17 , 0.03 , 0 , 0.02);"
5366,14,9,138,0.16,0.05,0,0.01,0.22,"INSERT INTO VENTA VALUES(5366 , 14 , 9 , 138 , 0.16 , 0.05 , 0 , 0.01);"
4897,5,1,65,0.13,0.07,0,0.02,0.22,"INSERT INTO VENTA VALUES(4897 , 5 , 1 , 65 , 0.13 , 0.07 , 0 , 0.02);"
5367,13,12,282,0.05,0.03,0.12,0.01,0.22,"INSERT INTO VENTA VALUES(5367 , 13 , 12 , 282 , 0.05 , 0.03 , 0.12 , 0.01);"
5368,11,8,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5368 , 11 , 8 , 352 , 0 , 0 , 0.22 , 0);"
2769,19,11,13,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(2769 , 19 , 11 , 13 , 0.17 , 0.04 , 0 , 0.01);"
5369,7,8,7,0.11,0.08,0,0.03,0.22,"INSERT INTO VENTA VALUES(5369 , 7 , 8 , 7 , 0.11 , 0.08 , 0 , 0.03);"
5370,7,10,446,0.11,0.08,0,0.03,0.22,"INSERT INTO VENTA VALUES(5370 , 7 , 10 , 446 , 0.11 , 0.08 , 0 , 0.03);"
5371,22,3,553,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5371 , 22 , 3 , 553 , 0 , 0 , 0.22 , 0);"
5372,1,11,139,0.19,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(5372 , 1 , 11 , 139 , 0.19 , 0.01 , 0 , 0.02);"
5373,4,8,453,0.07,0.06,0.07,0.01,0.22,"INSERT INTO VENTA VALUES(5373 , 4 , 8 , 453 , 0.07 , 0.06 , 0.07 , 0.01);"
5374,5,4,541,0.11,0.09,0,0.02,0.22,"INSERT INTO VENTA VALUES(5374 , 5 , 4 , 541 , 0.11 , 0.09 , 0 , 0.02);"
5375,11,1,17,0.1,0.08,0,0.04,0.22,"INSERT INTO VENTA VALUES(5375 , 11 , 1 , 17 , 0.1 , 0.08 , 0 , 0.04);"
5376,4,4,352,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5376 , 4 , 4 , 352 , 0 , 0 , 0.22 , 0);"
3611,19,1,139,0.17,0.04,0,0.01,0.22,"INSERT INTO VENTA VALUES(3611 , 19 , 1 , 139 , 0.17 , 0.04 , 0 , 0.01);"
3665,1,4,515,0.2,0,0,0.01,0.22,"INSERT INTO VENTA VALUES(3665 , 1 , 4 , 515 , 0.2 , 0 , 0 , 0.01);"
1390,6,4,533,0.1,0.08,0,0.04,0.22,"INSERT INTO VENTA VALUES(1390 , 6 , 4 , 533 , 0.1 , 0.08 , 0 , 0.04);"
3133,6,4,102,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(3133 , 6 , 4 , 102 , 0.2 , 0 , 0 , 0.02);"
2585,7,4,17,0.11,0.01,0,0.1,0.22,"INSERT INTO VENTA VALUES(2585 , 7 , 4 , 17 , 0.11 , 0.01 , 0 , 0.1);"
5379,7,11,13,0.11,0.08,0,0.03,0.22,"INSERT INTO VENTA VALUES(5379 , 7 , 11 , 13 , 0.11 , 0.08 , 0 , 0.03);"
5380,3,6,369,0,0,0.22,0,0.22,"INSERT INTO VENTA VALUES(5380 , 3 , 6 , 369 , 0 , 0 , 0.22 , 0);"
4653,5,11,139,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(4653 , 5 , 11 , 139 , 0.2 , 0 , 0 , 0.02);"
5381,5,9,453,0.19,0.01,0,0.02,0.22,"INSERT INTO VENTA VALUES(5381 , 5 , 9 , 453 , 0.19 , 0.01 , 0 , 0.02);"
587,15,1,119,0.12,0.07,0,0.03,0.22,"INSERT INTO VENTA VALUES(587 , 15 , 1 , 119 , 0.12 , 0.07 , 0 , 0.03);"
5382,7,8,440,0.11,0.08,0,0.03,0.22,"INSERT INTO VENTA VALUES(5382 , 7 , 8 , 440 , 0.11 , 0.08 , 0 , 0.03);"
1137,4,6,139,0.01,0.19,0,0.02,0.22,"INSERT INTO VENTA VALUES(1137 , 4 , 6 , 139 , 0.01 , 0.19 , 0 , 0.02);"
5384,20,8,369,0.1,0.04,0.06,0.01,0.22,"INSERT INTO VENTA VALUES(5384 , 20 , 8 , 369 , 0.1 , 0.04 , 0.06 , 0.01);"
5385,7,11,139,0.11,0.08,0,0.03,0.22,"INSERT INTO VENTA VALUES(5385 , 7 , 11 , 139 , 0.11 , 0.08 , 0 , 0.03);"
5386,9,1,369,0.16,0.06,0,0,0.22,"INSERT INTO VENTA VALUES(5386 , 9 , 1 , 369 , 0.16 , 0.06 , 0 , 0);"
5387,10,2,369,0.12,0.02,0.06,0.01,0.22,"INSERT INTO VENTA VALUES(5387 , 10 , 2 , 369 , 0.12 , 0.02 , 0.06 , 0.01);"
2932,17,11,465,0.2,0,0,0.02,0.22,"INSERT INTO VENTA VALUES(2932 , 17 , 11 , 465 , 0.2 , 0 , 0 , 0.02);"
